"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2015","Croatia","Crude marriage rate","4.7",""
"2015","Croatia","Mean age at first marriage - males","30.7",""
"2015","Croatia","Mean age at first marriage - females","27.9",""
"2015","Croatia","Total first marriage rate - males","0.63",""
"2015","Italy","Marriages","194,377",""
"2015","Italy","Crude marriage rate","3.2",""
"2015","Italy","Mean age at first marriage - males",":",""
"2015","Italy","Mean age at first marriage - females",":",""
"2015","Italy","Total first marriage rate - males",":",""
"2015","Cyprus","Marriages","6,092",""
"2015","Cyprus","Crude marriage rate","7.2",""
"2015","Cyprus","Mean age at first marriage - males",":",""
"2015","Cyprus","Mean age at first marriage - females",":",""
"2015","Cyprus","Total first marriage rate - males",":",""
"2015","Latvia","Marriages","13,617",""
"2015","Latvia","Crude marriage rate","6.9",""
"2015","Latvia","Mean age at first marriage - males","31.0",""
"2015","Latvia","Mean age at first marriage - females","28.5",""
"2015","Latvia","Total first marriage rate - males","0.70",""
"2015","Lithuania","Marriages","21,987",""
"2015","Lithuania","Crude marriage rate","7.6",""
"2015","Lithuania","Mean age at first marriage - males","28.9",""
"2015","Lithuania","Mean age at first marriage - females","27.5",""
"2015","Lithuania","Total first marriage rate - males","0.87",""
"2015","Luxembourg","Marriages","2,052",""
"2015","Luxembourg","Crude marriage rate","3.6",""
"2015","Luxembourg","Mean age at first marriage - males","34.8",""
"2015","Luxembourg","Mean age at first marriage - females","32.1",""
"2015","Luxembourg","Total first marriage rate - males","0.36",""
"2015","Hungary","Marriages","46,137",""
"2015","Hungary","Crude marriage rate","4.7",""
"2015","Hungary","Mean age at first marriage - males","32.0",""
"2015","Hungary","Mean age at first marriage - females","29.2",""
"2015","Hungary","Total first marriage rate - males","0.53",""
"2015","Malta","Marriages","3,002",""
"2015","Malta","Crude marriage rate","6.7",""
"2015","Malta","Mean age at first marriage - males",":",""
"2015","Malta","Mean age at first marriage - females",":",""
"2015","Malta","Total first marriage rate - males",":",""
"2015","Netherlands","Marriages","64,308",""
"2015","Netherlands","Crude marriage rate","3.8",""
"2015","Netherlands","Mean age at first marriage - males","33.3",""
"2015","Netherlands","Mean age at first marriage - females","30.8",""
"2015","Netherlands","Total first marriage rate - males","0.46",""
"2015","Austria","Marriages","44,502",""
"2015","Austria","Crude marriage rate","5.1",""
"2015","Austria","Mean age at first marriage - males",":",""
"2015","Austria","Mean age at first marriage - females",":",""
"2015","Austria","Total first marriage rate - males",":",""
"2015","Poland","Marriages","188,832",""
"2015","Poland","Crude marriage rate","5.0",""
"2015","Poland","Mean age at first marriage - males","29.3",""
"2015","Poland","Mean age at first marriage - females","26.9",""
"2015","Poland","Total first marriage rate - males","0.56",""
"2015","Portugal","Marriages","32,393",""
"2015","Portugal","Crude marriage rate","3.1",""
"2015","Portugal","Mean age at first marriage - males","31.9",""
"2015","Portugal","Mean age at first marriage - females","30.2",""
"2015","Portugal","Total first marriage rate - males","0.40",""
"2015","Romania","Marriages","125,454",""
"2015","Romania","Crude marriage rate","6.3",""
"2015","Romania","Mean age at first marriage - males","30.3",""
"2015","Romania","Mean age at first marriage - females","26.8",""
"2015","Romania","Total first marriage rate - males","0.78",""
"2015","Slovenia","Marriages","6,449",""
"2015","Slovenia","Crude marriage rate","3.1",""
"2015","Slovenia","Mean age at first marriage - males","32.3",""
"2015","Slovenia","Mean age at first marriage - females","30.0",""
"2015","Slovenia","Total first marriage rate - males","0.40",""
"2015","Slovakia","Marriages","28,775",""
"2015","Slovakia","Crude marriage rate","5.3",""
"2015","Slovakia","Mean age at first marriage - males","31.1",""
"2015","Slovakia","Mean age at first marriage - females","28.2",""
"2015","Slovakia","Total first marriage rate - males","0.58",""
"2015","Finland","Marriages","24,708",""
"2015","Finland","Crude marriage rate","4.5",""
"2015","Finland","Mean age at first marriage - males","33.4",""
"2015","Finland","Mean age at first marriage - females","31.0",""
"2015","Finland","Total first marriage rate - males","0.49",""
"2015","Sweden","Marriages","52,314",""
"2015","Sweden","Crude marriage rate","5.3",""
"2015","Sweden","Mean age at first marriage - males","36.2",""
"2015","Sweden","Mean age at first marriage - females","33.6",""
"2015","Sweden","Total first marriage rate - males","0.58",""
"2015","United Kingdom","Marriages","283,559",""
"2015","United Kingdom","Crude marriage rate","4.4",""
"2015","United Kingdom","Mean age at first marriage - males","33.4",""
"2015","United Kingdom","Mean age at first marriage - females","31.5",""
"2015","United Kingdom","Total first marriage rate - males","0.49",""
"2015","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2015","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2015","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2015","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2015","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2015","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2015","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2015","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2015","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2015","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2015","European Free Trade Association","Marriages",":",""
"2015","European Free Trade Association","Crude marriage rate",":",""
"2015","European Free Trade Association","Mean age at first marriage - males",":",""
"2015","European Free Trade Association","Mean age at first marriage - females",":",""
"2015","European Free Trade Association","Total first marriage rate - males",":",""
"2015","Iceland","Marriages",":",""
"2015","Iceland","Crude marriage rate",":",""
"2015","Iceland","Mean age at first marriage - males",":",""
"2015","Iceland","Mean age at first marriage - females",":",""
"2015","Iceland","Total first marriage rate - males",":",""
"2015","Liechtenstein","Marriages",":",""
"2015","Liechtenstein","Crude marriage rate",":",""
"2015","Liechtenstein","Mean age at first marriage - males",":",""
"2015","Liechtenstein","Mean age at first marriage - females",":",""
"2015","Liechtenstein","Total first marriage rate - males",":",""
"2015","Norway","Marriages","23,227",""
"2015","Norway","Crude marriage rate","4.5",""
"2015","Norway","Mean age at first marriage - males","34.6",""
"2015","Norway","Mean age at first marriage - females","31.9",""
"2015","Norway","Total first marriage rate - males","0.47",""
"2015","Switzerland","Marriages","41,437",""
"2015","Switzerland","Crude marriage rate","5.0",""
"2015","Switzerland","Mean age at first marriage - males","32.6",""
"2015","Switzerland","Mean age at first marriage - females","30.2",""
"2015","Switzerland","Total first marriage rate - males","0.56",""
"2015","Montenegro","Marriages","3,837",""
"2015","Montenegro","Crude marriage rate","6.2",""
"2015","Montenegro","Mean age at first marriage - males","31.8",""
"2015","Montenegro","Mean age at first marriage - females","28.0",""
"2015","Montenegro","Total first marriage rate - males","0.80",""
"2015","North Macedonia","Marriages","13,982",""
"2015","North Macedonia","Crude marriage rate","6.8",""
"2015","North Macedonia","Mean age at first marriage - males",":",""
"2015","North Macedonia","Mean age at first marriage - females",":",""
"2015","North Macedonia","Total first marriage rate - males",":",""
"2015","Albania","Marriages","24,997",""
"2015","Albania","Crude marriage rate","8.7",""
"2015","Albania","Mean age at first marriage - males",":",""
"2015","Albania","Mean age at first marriage - females",":",""
"2015","Albania","Total first marriage rate - males",":",""
"2015","Serbia","Marriages","36,949",""
"2015","Serbia","Crude marriage rate","5.2",""
"2015","Serbia","Mean age at first marriage - males","31.1",""
"2015","Serbia","Mean age at first marriage - females","27.9",""
"2015","Serbia","Total first marriage rate - males","0.67",""
"2015","Turkey","Marriages","602,982",""
"2015","Turkey","Crude marriage rate","7.7",""
"2015","Turkey","Mean age at first marriage - males","27.5",""
"2015","Turkey","Mean age at first marriage - females","24.5",""
"2015","Turkey","Total first marriage rate - males","0.81",""
"2015","Andorra","Marriages",":",""
"2015","Andorra","Crude marriage rate",":",""
"2015","Andorra","Mean age at first marriage - males",":",""
"2015","Andorra","Mean age at first marriage - females",":",""
"2015","Andorra","Total first marriage rate - males",":",""
"2015","Belarus","Marriages","82,030",""
"2015","Belarus","Crude marriage rate","8.6",""
"2015","Belarus","Mean age at first marriage - males","27.4",""
"2015","Belarus","Mean age at first marriage - females","24.8",""
"2015","Belarus","Total first marriage rate - males","0.84",""
"2015","Bosnia and Herzegovina","Marriages",":",""
"2015","Bosnia and Herzegovina","Crude marriage rate",":",""
"2015","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2015","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2015","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","16,274",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.1",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2015","Moldova","Marriages",":",""
"2015","Moldova","Crude marriage rate",":",""
"2015","Moldova","Mean age at first marriage - males",":",""
"2015","Moldova","Mean age at first marriage - females",":",""
"2015","Moldova","Total first marriage rate - males",":",""
"2015","Monaco","Marriages",":",""
"2015","Monaco","Crude marriage rate",":",""
"2015","Monaco","Mean age at first marriage - males",":",""
"2015","Monaco","Mean age at first marriage - females",":",""
"2015","Monaco","Total first marriage rate - males",":",""
"2015","Russia","Marriages",":",""
"2015","Russia","Crude marriage rate",":",""
"2015","Russia","Mean age at first marriage - males",":",""
"2015","Russia","Mean age at first marriage - females",":",""
"2015","Russia","Total first marriage rate - males",":",""
"2015","San Marino","Marriages",":",""
"2015","San Marino","Crude marriage rate",":",""
"2015","San Marino","Mean age at first marriage - males",":",""
"2015","San Marino","Mean age at first marriage - females",":",""
"2015","San Marino","Total first marriage rate - males",":",""
"2015","Ukraine","Marriages","299,038",""
"2015","Ukraine","Crude marriage rate","7.0",""
"2015","Ukraine","Mean age at first marriage - males","27.4",""
"2015","Ukraine","Mean age at first marriage - females","24.4",""
"2015","Ukraine","Total first marriage rate - males","0.72",""
"2015","Armenia","Marriages","17,603",""
"2015","Armenia","Crude marriage rate","5.9",""
"2015","Armenia","Mean age at first marriage - males","30.8",""
"2015","Armenia","Mean age at first marriage - females","26.8",""
"2015","Armenia","Total first marriage rate - males","0.67",""
"2015","Azerbaijan","Marriages","68,773",""
"2015","Azerbaijan","Crude marriage rate","7.1",""
"2015","Azerbaijan","Mean age at first marriage - males",":",""
"2015","Azerbaijan","Mean age at first marriage - females",":",""
"2015","Azerbaijan","Total first marriage rate - males","0.91",""
"2015","Georgia","Marriages","29,157",""
"2015","Georgia","Crude marriage rate","7.8",""
"2015","Georgia","Mean age at first marriage - males","32.6",""
"2015","Georgia","Mean age at first marriage - females","28.5",""
"2015","Georgia","Total first marriage rate - males","1.10",""
"2016","European Union - 28 countries","Marriages","2,240,542",""
"2016","European Union - 28 countries","Crude marriage rate","4.4",""
"2016","European Union - 28 countries","Mean age at first marriage - males",":",""
"2016","European Union - 28 countries","Mean age at first marriage - females",":",""
"2016","European Union - 28 countries","Total first marriage rate - males",":",""
"2016","European Union - 27 countries (2007-2013)","Marriages","2,220,075",""
"2016","European Union - 27 countries (2007-2013)","Crude marriage rate","4.4",""
"2016","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2016","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2016","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2016","Euro area (19 countries)","Marriages","1,392,149",""
"2016","Euro area (19 countries)","Crude marriage rate","4.1",""
"2016","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2016","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2016","Euro area (19 countries)","Total first marriage rate - males",":",""
"2016","Euro area (18 countries)","Marriages","1,370,802",""
"2016","Euro area (18 countries)","Crude marriage rate","4.1",""
"2016","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2016","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2016","Euro area (18 countries)","Total first marriage rate - males",":",""
"2016","Belgium","Marriages","44,725",""
"2016","Belgium","Crude marriage rate","3.9",""
"2016","Belgium","Mean age at first marriage - males",":",""
"2016","Belgium","Mean age at first marriage - females",":",""
"2016","Belgium","Total first marriage rate - males",":",""
"2016","Bulgaria","Marriages","26,803",""
"2016","Bulgaria","Crude marriage rate","3.8",""
"2016","Bulgaria","Mean age at first marriage - males","30.5",""
"2016","Bulgaria","Mean age at first marriage - females","27.1",""
"2016","Bulgaria","Total first marriage rate - males","0.49",""
"2016","Czechia","Marriages","50,768",""
"2016","Czechia","Crude marriage rate","4.8",""
"2016","Czechia","Mean age at first marriage - males","31.7",""
"2016","Czechia","Mean age at first marriage - females","29.0",""
"2016","Czechia","Total first marriage rate - males","0.51",""
"2016","Denmark","Marriages","30,767",""
"2016","Denmark","Crude marriage rate","5.4",""
"2016","Denmark","Mean age at first marriage - males","34.7",""
"2016","Denmark","Mean age at first marriage - females","32.2",""
"2016","Denmark","Total first marriage rate - males","0.63",""
"2016","Germany (until 1990 former territory of the FRG)","Marriages","410,426",""
"2016","Germany (until 1990 former territory of the FRG)","Crude marriage rate","5.0",""
"2016","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","33.8",""
"2016","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","31.1",""
"2016","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.58",""
"2016","Germany including former GDR","Marriages","410,426",""
"2016","Germany including former GDR","Crude marriage rate","5.0",""
"2016","Germany including former GDR","Mean age at first marriage - males","33.8",""
"2016","Germany including former GDR","Mean age at first marriage - females","31.1",""
"2016","Germany including former GDR","Total first marriage rate - males","0.58",""
"2016","Estonia","Marriages","6,360",""
"2016","Estonia","Crude marriage rate","4.8",""
"2016","Estonia","Mean age at first marriage - males","32.2",""
"2016","Estonia","Mean age at first marriage - females","29.7",""
"2016","Estonia","Total first marriage rate - males","0.48",""
"2016","Ireland","Marriages","22,626",""
"2016","Ireland","Crude marriage rate","4.8",""
"2016","Ireland","Mean age at first marriage - males",":",""
"2016","Ireland","Mean age at first marriage - females",":",""
"2016","Ireland","Total first marriage rate - males",":",""
"2016","Greece","Marriages","49,632",""
"2016","Greece","Crude marriage rate","4.6",""
"2016","Greece","Mean age at first marriage - males","33.2",""
"2016","Greece","Mean age at first marriage - females","30.1",""
"2016","Greece","Total first marriage rate - males","0.63",""
"2016","Spain","Marriages","173,049",""
"2016","Spain","Crude marriage rate","3.7",""
"2016","Spain","Mean age at first marriage - males","35.1",""
"2016","Spain","Mean age at first marriage - females","33.0",""
"2016","Spain","Total first marriage rate - males","0.44",""
"2016","France","Marriages","232,865",""
"2016","France","Crude marriage rate","3.5",""
"2016","France","Mean age at first marriage - males",":",""
"2016","France","Mean age at first marriage - females",":",""
"2016","France","Total first marriage rate - males",":",""
"2016","France (metropolitan)","Marriages",":",""
"2016","France (metropolitan)","Crude marriage rate",":",""
"2016","France (metropolitan)","Mean age at first marriage - males",":",""
"2016","France (metropolitan)","Mean age at first marriage - females",":",""
"2016","France (metropolitan)","Total first marriage rate - males",":",""
"2016","Croatia","Marriages","20,467",""
"2016","Croatia","Crude marriage rate","4.9",""
"2016","Croatia","Mean age at first marriage - males","30.8",""
"2016","Croatia","Mean age at first marriage - females","28.0",""
"2016","Croatia","Total first marriage rate - males","0.66",""
"2016","Italy","Marriages","203,258",""
"2016","Italy","Crude marriage rate","3.4",""
"2016","Italy","Mean age at first marriage - males","34.7",""
"2016","Italy","Mean age at first marriage - females","31.9",""
"2016","Italy","Total first marriage rate - males","0.48",""
"2016","Cyprus","Marriages","6,375",""
"2016","Cyprus","Crude marriage rate","7.5",""
"2016","Cyprus","Mean age at first marriage - males",":",""
"2016","Cyprus","Mean age at first marriage - females",":",""
"2016","Cyprus","Total first marriage rate - males",":",""
"2016","Latvia","Marriages","13,002",""
"2016","Latvia","Crude marriage rate","6.6",""
"2016","Latvia","Mean age at first marriage - males","31.1",""
"2016","Latvia","Mean age at first marriage - females","28.8",""
"2016","Latvia","Total first marriage rate - males","0.69",""
"2016","Lithuania","Marriages","21,347",""
"2016","Lithuania","Crude marriage rate","7.4",""
"2016","Lithuania","Mean age at first marriage - males","30.3",""
"2016","Lithuania","Mean age at first marriage - females","27.9",""
"2016","Lithuania","Total first marriage rate - males","0.85",""
"2016","Luxembourg","Marriages","1,884",""
"2016","Luxembourg","Crude marriage rate","3.2",""
"2016","Luxembourg","Mean age at first marriage - males","33.8",""
"2016","Luxembourg","Mean age at first marriage - females","31.6",""
"2016","Luxembourg","Total first marriage rate - males","0.31",""
"2016","Hungary","Marriages","51,805",""
"2016","Hungary","Crude marriage rate","5.3",""
"2016","Hungary","Mean age at first marriage - males","32.1",""
"2016","Hungary","Mean age at first marriage - females","29.2",""
"2016","Hungary","Total first marriage rate - males","0.61",""
"2016","Malta","Marriages","3,034",""
"2016","Malta","Crude marriage rate","6.7",""
"2016","Malta","Mean age at first marriage - males",":",""
"2016","Malta","Mean age at first marriage - females",":",""
"2016","Malta","Total first marriage rate - males",":",""
"2016","Netherlands","Marriages","65,249",""
"2016","Netherlands","Crude marriage rate","3.8",""
"2016","Netherlands","Mean age at first marriage - males","33.6",""
"2016","Netherlands","Mean age at first marriage - females","31.1",""
"2016","Netherlands","Total first marriage rate - males","0.46",""
"2016","Austria","Marriages","44,890",""
"2016","Austria","Crude marriage rate","5.1",""
"2016","Austria","Mean age at first marriage - males",":",""
"2016","Austria","Mean age at first marriage - females",":",""
"2016","Austria","Total first marriage rate - males",":",""
"2016","Poland","Marriages","193,455",""
"2016","Poland","Crude marriage rate","5.1",""
"2016","Poland","Mean age at first marriage - males","29.5",""
"2016","Poland","Mean age at first marriage - females","27.1",""
"2016","Poland","Total first marriage rate - males","0.59",""
"2016","Portugal","Marriages","32,399",""
"2016","Portugal","Crude marriage rate","3.1",""
"2016","Portugal","Mean age at first marriage - males","32.2",""
"2016","Portugal","Mean age at first marriage - females","30.4",""
"2016","Portugal","Total first marriage rate - males","0.41",""
"2016","Romania","Marriages","133,183",""
"2016","Romania","Crude marriage rate","6.8",""
"2016","Romania","Mean age at first marriage - males","30.4",""
"2016","Romania","Mean age at first marriage - females","27.0",""
"2016","Romania","Total first marriage rate - males","0.85",""
"2016","Slovenia","Marriages","6,667",""
"2016","Slovenia","Crude marriage rate","3.2",""
"2016","Slovenia","Mean age at first marriage - males","32.6",""
"2016","Slovenia","Mean age at first marriage - females","30.3",""
"2016","Slovenia","Total first marriage rate - males","0.41",""
"2016","Slovakia","Marriages","29,897",""
"2016","Slovakia","Crude marriage rate","5.5",""
"2016","Slovakia","Mean age at first marriage - males","31.1",""
"2016","Slovakia","Mean age at first marriage - females","28.3",""
"2016","Slovakia","Total first marriage rate - males","0.61",""
"2016","Finland","Marriages","24,464",""
"2016","Finland","Crude marriage rate","4.5",""
"2016","Finland","Mean age at first marriage - males","33.7",""
"2016","Finland","Mean age at first marriage - females","31.3",""
"2016","Finland","Total first marriage rate - males","0.49",""
"2016","Sweden","Marriages","53,817",""
"2016","Sweden","Crude marriage rate","5.4",""
"2016","Sweden","Mean age at first marriage - males","36.5",""
"2016","Sweden","Mean age at first marriage - females","33.8",""
"2016","Sweden","Total first marriage rate - males","0.59",""
"2016","United Kingdom","Marriages","287,328",""
"2016","United Kingdom","Crude marriage rate","4.4",""
"2016","United Kingdom","Mean age at first marriage - males",":",""
"2016","United Kingdom","Mean age at first marriage - females",":",""
"2016","United Kingdom","Total first marriage rate - males",":",""
"2016","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2016","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2016","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2016","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2016","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2016","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2016","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2016","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2016","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2016","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2016","European Free Trade Association","Marriages",":",""
"2016","European Free Trade Association","Crude marriage rate",":",""
"2016","European Free Trade Association","Mean age at first marriage - males",":",""
"2016","European Free Trade Association","Mean age at first marriage - females",":",""
"2016","European Free Trade Association","Total first marriage rate - males",":",""
"2016","Iceland","Marriages",":",""
"2016","Iceland","Crude marriage rate",":",""
"2016","Iceland","Mean age at first marriage - males",":",""
"2016","Iceland","Mean age at first marriage - females",":",""
"2016","Iceland","Total first marriage rate - males",":",""
"2016","Liechtenstein","Marriages",":",""
"2016","Liechtenstein","Crude marriage rate",":",""
"2016","Liechtenstein","Mean age at first marriage - males",":",""
"2016","Liechtenstein","Mean age at first marriage - females",":",""
"2016","Liechtenstein","Total first marriage rate - males",":",""
"2016","Norway","Marriages","23,672",""
"2016","Norway","Crude marriage rate","4.5",""
"2016","Norway","Mean age at first marriage - males","34.7",""
"2016","Norway","Mean age at first marriage - females","31.9",""
"2016","Norway","Total first marriage rate - males","0.48",""
"2016","Switzerland","Marriages","41,646",""
"2016","Switzerland","Crude marriage rate","5.0",""
"2016","Switzerland","Mean age at first marriage - males","32.7",""
"2016","Switzerland","Mean age at first marriage - females","30.4",""
"2016","Switzerland","Total first marriage rate - males","0.56",""
"2016","Montenegro","Marriages","3,178",""
"2016","Montenegro","Crude marriage rate","5.1",""
"2016","Montenegro","Mean age at first marriage - males","32.1",""
"2016","Montenegro","Mean age at first marriage - females","28.0",""
"2016","Montenegro","Total first marriage rate - males","0.68",""
"2016","North Macedonia","Marriages","13,199",""
"2016","North Macedonia","Crude marriage rate","6.4",""
"2016","North Macedonia","Mean age at first marriage - males","29.2",""
"2016","North Macedonia","Mean age at first marriage - females","26.3",""
"2016","North Macedonia","Total first marriage rate - males","0.74",""
"2016","Albania","Marriages","22,562",""
"2016","Albania","Crude marriage rate","7.8",""
"2016","Albania","Mean age at first marriage - males",":",""
"2016","Albania","Mean age at first marriage - females",":",""
"2016","Albania","Total first marriage rate - males",":",""
"2016","Serbia","Marriages","35,921",""
"2016","Serbia","Crude marriage rate","5.1",""
"2016","Serbia","Mean age at first marriage - males","31.3",""
"2016","Serbia","Mean age at first marriage - females","28.1",""
"2016","Serbia","Total first marriage rate - males","0.66",""
"2016","Turkey","Marriages","594,493",""
"2016","Turkey","Crude marriage rate","7.5",""
"2016","Turkey","Mean age at first marriage - males","27.7",""
"2016","Turkey","Mean age at first marriage - females","24.7",""
"2016","Turkey","Total first marriage rate - males","0.79",""
"2016","Andorra","Marriages",":",""
"2016","Andorra","Crude marriage rate",":",""
"2016","Andorra","Mean age at first marriage - males",":",""
"2016","Andorra","Mean age at first marriage - females",":",""
"2016","Andorra","Total first marriage rate - males",":",""
"2016","Belarus","Marriages","64,536",""
"2016","Belarus","Crude marriage rate","6.8",""
"2016","Belarus","Mean age at first marriage - males","27.5",""
"2016","Belarus","Mean age at first marriage - females","24.9",""
"2016","Belarus","Total first marriage rate - males","0.67",""
"2016","Bosnia and Herzegovina","Marriages",":",""
"2016","Bosnia and Herzegovina","Crude marriage rate",":",""
"2016","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2016","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2016","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","16,051",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.0",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males","32.4",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females","29.0",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males","1.09",""
"2016","Moldova","Marriages","21,992",""
"2016","Moldova","Crude marriage rate",":",""
"2016","Moldova","Mean age at first marriage - males",":",""
"2016","Moldova","Mean age at first marriage - females",":",""
"2016","Moldova","Total first marriage rate - males",":",""
"2016","Monaco","Marriages",":",""
"2016","Monaco","Crude marriage rate",":",""
"2016","Monaco","Mean age at first marriage - males",":",""
"2016","Monaco","Mean age at first marriage - females",":",""
"2016","Monaco","Total first marriage rate - males",":",""
"2016","Russia","Marriages",":",""
"2016","Russia","Crude marriage rate",":",""
"2016","Russia","Mean age at first marriage - males",":",""
"2016","Russia","Mean age at first marriage - females",":",""
"2016","Russia","Total first marriage rate - males",":",""
"2016","San Marino","Marriages",":",""
"2016","San Marino","Crude marriage rate",":",""
"2016","San Marino","Mean age at first marriage - males",":",""
"2016","San Marino","Mean age at first marriage - females",":",""
"2016","San Marino","Total first marriage rate - males",":",""
"2016","Ukraine","Marriages","229,453",""
"2016","Ukraine","Crude marriage rate","5.4",""
"2016","Ukraine","Mean age at first marriage - males",":",""
"2016","Ukraine","Mean age at first marriage - females",":",""
"2016","Ukraine","Total first marriage rate - males",":",""
"2016","Armenia","Marriages","16,294",""
"2016","Armenia","Crude marriage rate","5.4",""
"2016","Armenia","Mean age at first marriage - males",":",""
"2016","Armenia","Mean age at first marriage - females",":",""
"2016","Armenia","Total first marriage rate - males",":",""
"2016","Azerbaijan","Marriages","66,771",""
"2016","Azerbaijan","Crude marriage rate","6.8",""
"2016","Azerbaijan","Mean age at first marriage - males",":",""
"2016","Azerbaijan","Mean age at first marriage - females",":",""
"2016","Azerbaijan","Total first marriage rate - males",":",""
"2016","Georgia","Marriages","25,101",""
"2016","Georgia","Crude marriage rate","6.7",""
"2016","Georgia","Mean age at first marriage - males","32.3",""
"2016","Georgia","Mean age at first marriage - females","28.4",""
"2016","Georgia","Total first marriage rate - males","0.98",""
"2017","European Union - 28 countries","Marriages",":",""
"2017","European Union - 28 countries","Crude marriage rate",":",""
"2017","European Union - 28 countries","Mean age at first marriage - males",":",""
"2017","European Union - 28 countries","Mean age at first marriage - females",":",""
"2017","European Union - 28 countries","Total first marriage rate - males",":",""
"2017","European Union - 27 countries (2007-2013)","Marriages",":",""
"2017","European Union - 27 countries (2007-2013)","Crude marriage rate",":",""
"2017","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2017","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2017","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2017","Euro area (19 countries)","Marriages","1,379,430",""
"2017","Euro area (19 countries)","Crude marriage rate","4.0",""
"2017","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2017","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2017","Euro area (19 countries)","Total first marriage rate - males",":",""
"2017","Euro area (18 countries)","Marriages","1,358,244",""
"2017","Euro area (18 countries)","Crude marriage rate","4.0",""
"2017","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2017","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2017","Euro area (18 countries)","Total first marriage rate - males",":",""
"2017","Belgium","Marriages","44,329",""
"2017","Belgium","Crude marriage rate","3.9",""
"2017","Belgium","Mean age at first marriage - males","33.5",""
"2017","Belgium","Mean age at first marriage - females","31.2",""
"2017","Belgium","Total first marriage rate - males","0.42",""
"2017","Bulgaria","Marriages","28,593",""
"2017","Bulgaria","Crude marriage rate","4.0",""
"2017","Bulgaria","Mean age at first marriage - males","30.6",""
"2017","Bulgaria","Mean age at first marriage - females","27.3",""
"2017","Bulgaria","Total first marriage rate - males","0.53",""
"2017","Czechia","Marriages","52,567",""
